"","vsly_undisc_pp_low","vsly_undisc_pp_med","vsly_undisc_pp_high","vsly_disc_pp_low","vsly_disc_pp_med","vsly_disc_pp_high"
"1",10915.4728089527,11279.3838948163,11843.8436453435,15157.2913141622,15657.613475318,16442.3486331771
