"","income_group","vsly_percentgdp_undiscounted_low","vsly_percentgdp_undiscounted_med","vsly_percentgdp_undiscounted_high"
"1","H",96.379428972533,99.3153266405146,102.167605961421
"2","L",4.09386602116163,4.30917771644409,4.52260287047726
"3","LM",21.0969680765887,21.6887201798608,22.5963512507286
"4","UM",40.4477765638143,41.4245321601603,42.6077889362544
