"","vsly_undisc_low","vsly_undisc_med","vsly_undisc_high","vsly_disc_low","vsly_disc_med","vsly_disc_high"
"1",88.6383542282931,91.5934694396037,96.1771264364682,123.083752775621,127.146584842081,133.51897329608
