"","vsly_undisc_averted_low","vsly_undisc_averted_med","vsly_undisc_averted_high","vsly_disc_averted_low","vsly_disc_averted_med","vsly_disc_averted_high"
"1",26367917650535.3,27246997990170.1,28610532898775.7,36614649330554.3,37823250531344.6,39718892834895.2
