"","iso3c","lg_pp_low","lg_pp_med","lg_pp_high"
"101","MAR",0.0943287956403794,0.109990464770741,0.128027434760427
"102","MDA",0.134672343087899,0.153533145261949,0.165154856608573
"103","MDG",0.0950153117684494,0.121561172260034,0.140098011511476
"104","MDV",0.117863755364913,0.130492934100705,0.155482492627395
"105","MEX",0.0852308040732317,0.10112042391504,0.113580440837805
"106","MKD",0.128181276643845,0.153021712014209,0.17752742445478
"107","MLI",0.120644958819535,0.171818197226709,0.208596811350428
"108","MLT",0.179190643783453,0.203618628172741,0.240427380681422
"109","MMR",0.0728874263464205,0.0877726391883045,0.104738175068266
"110","MNE",0.127233273919223,0.149773210663717,0.181476314753768
"111","MNG",0.0960051295234321,0.102985813073562,0.111640446601618
"112","MOZ",0.0343806411120262,0.0433743476205694,0.0547787203949773
"113","MRT",0.0964443742872372,0.126619821874891,0.151351887663086
"114","MUS",0.100192052645878,0.11261979026386,0.124249877779869
"115","MWI",0.213315499583713,0.228391243696411,0.240392726779219
"116","MYS",0.113345668514371,0.129844035617812,0.157833226724154
"117","NAM",0.0526271356052263,0.070536454252173,0.0834089324245282
"118","NER",0.197599258508522,0.26095580445624,0.400227018150174
"119","NGA",0.306192638793535,0.333583446930535,0.351847078352195
"120","NIC",0.0216824002247306,0.0261398230387506,0.0306610951928636
"121","NLD",0.15356942284418,0.172147674979188,0.196576528455729
"122","NOR",0.178374753551319,0.197416328721945,0.212531222224764
"123","NPL",0.0778321913610122,0.0881237072707324,0.116594558306489
"124","NZL",0.154656110975829,0.222875581773282,0.282500924253478
"125","OMN",0.0236994482253958,0.0319407809435894,0.0608499666666766
"126","PAK",0.0735140725040854,0.085411928779749,0.103544352836606
"127","PAN",0.0927669306688256,0.116382961028926,0.145199178572326
"128","PER",0.0363676589594572,0.0507105921515981,0.0690229326610418
"129","PHL",0.113409169714069,0.13805079301937,0.173806011508104
"130","PNG",0.0814540679290935,0.104953369936701,0.132000011579171
"131","POL",0.133259051759749,0.146519803442524,0.157389078978075
"132","PRK",NA,NA,NA
"133","PRT",0.24440242186296,0.261326153149251,0.35290959300525
"134","PRY",0.0250310114717807,0.0307796733240091,0.0342097809484951
"135","QAT",0.0694525583728812,0.0947069208014107,0.123182828383613
"136","ROU",0.13756550499815,0.162140606756256,0.183262062578094
"137","RUS",0.176082598472757,0.188732657600386,0.202635560623135
"138","RWA",0.0618804909066959,0.071628150682271,0.0824503130629416
"139","SAU",0.0922265378774684,0.10271065855611,0.115970034710817
"140","SDN",0.0900955474871961,0.122087930530083,0.154883884041813
"141","SEN",0.130564273710016,0.150282740728446,0.168612094392118
"142","SGP",0.385442193919196,0.468741465415933,0.490405714439536
"143","SLB",NA,NA,NA
"144","SLE",0.0688036549772571,0.10324776732069,0.126009004127047
"145","SLV",0.0871671492667302,0.101957793339312,0.108242693395241
"146","SOM",0.0617327463469925,0.0701833137645367,0.0791185722066659
"147","SRB",0.140360761906662,0.165654170769442,0.192426747444205
"148","SSD",0.0561376539228248,0.0833422045764287,0.100892379232819
"149","STP",0.129150650160155,0.154559035364413,0.222894675494419
"150","SUR",0.133979516293195,0.153575838143944,0.16292022480115
"151","SVK",0.140560017817465,0.165756130216961,0.178672449480528
"152","SVN",0.163922044593752,0.182492135899415,0.203648927033461
"153","SWE",0.103774495157728,0.11711210718646,0.134134157005
"154","SWZ",0.0471336789318715,0.056787046221331,0.0665125611669019
"155","SYC",0.0802399851616594,0.103123671158498,0.136130776356235
"156","SYR",0.0544020762600093,0.0701959319982237,0.0872902068677442
"157","TCD",0.111547530225471,0.151746173233919,0.185669646960643
"158","TGO",0.10839974625173,0.116934593680402,0.128243853805762
"159","THA",0.144458988519137,0.178181880746059,0.208181304882616
"160","TJK",0.0433521791814716,0.06214198450034,0.0783616171923479
"161","TKM",NA,NA,NA
"162","TLS",0.107590850344547,0.117585468642693,0.123584786954471
"163","TTO",0.126249848219441,0.149868137879238,0.181434531826046
"164","TUN",0.0876822997305919,0.101116880563409,0.114066294314011
"165","TUR",0.117242241763605,0.136390002875127,0.149866801149591
"166","TZA",0.0691064752589371,0.0946351449489574,0.111731411464128
"167","UGA",0.248047101645865,0.280489394747478,0.306154912896611
"168","UKR",0.125762436884726,0.148565444778498,0.169391554540701
"169","URY",0.216035623886666,0.292232348422561,0.357910630570196
"170","USA",0.156165259846192,0.170820095424241,0.185987115999676
"171","UZB",0.0551888065286369,0.076795495885246,0.0954356378344855
"172","VCT",0.0745540167055862,0.102085062078004,0.186700791258462
"173","VEN",0.0505771786805262,0.0654228231234844,0.0927944870486681
"174","VNM",0.138535341785436,0.170248773314277,0.210197255455932
"175","VUT",0.000160238340811507,0.00111238742661946,0.0630923930699187
"176","YEM",0.321381290837214,0.371690243626825,0.4161608761142
"177","ZAF",0.0823365163085856,0.103501713841939,0.126871502776662
"178","ZMB",0.0958396877007832,0.111623121025335,0.1236407199281
"179","ZWE",0.062783359620399,0.0719364806859333,0.0819822269962203
