"","vsly_undisc_pgdp_low","vsly_undisc_pgdp_med","vsly_undisc_pgdp_high","vsly_disc_pgdp_low","vsly_disc_pgdp_med","vsly_disc_pgdp_high"
"1",33.913525487338,35.0441689419613,36.7979015077535,47.0925258391229,48.6469879005666,51.0850990335113
