"","income_group","replicate.x","averted_total_costs","replicate.y","mean_hccosts_percentGDP"
"4567","H",46,465367996917.617,67,1.13846208105066
"4568","H",46,465367996917.617,68,1.14803487933859
"4569","H",46,465367996917.617,69,1.17012565766203
"4570","H",46,465367996917.617,70,1.14062786987063
"4571","H",46,465367996917.617,71,1.1654116773847
"4572","H",46,465367996917.617,72,1.11123424522998
"4573","H",46,465367996917.617,73,1.15408260855634
"4574","H",46,465367996917.617,74,1.13668957981723
"4575","H",46,465367996917.617,75,1.13324560062333
"4576","H",46,465367996917.617,76,1.15387825013953
"4577","H",46,465367996917.617,77,1.14067431787039
"4578","H",46,465367996917.617,78,1.13320394528326
"4579","H",46,465367996917.617,79,1.14214266337089
"4580","H",46,465367996917.617,80,1.13707975504062
"4581","H",46,465367996917.617,81,1.15605609682354
"4582","H",46,465367996917.617,82,1.15504845093552
"4583","H",46,465367996917.617,83,1.1337212627795
"4584","H",46,465367996917.617,84,1.15347163729888
"4585","H",46,465367996917.617,85,1.13689120683241
"4586","H",46,465367996917.617,86,1.12830874836909
"4587","H",46,465367996917.617,87,1.14193894349519
"4588","H",46,465367996917.617,88,1.14300561870956
"4589","H",46,465367996917.617,89,1.13598565155836
"4590","H",46,465367996917.617,90,1.1505553816768
"4591","H",46,465367996917.617,91,1.1426292047334
"4592","H",46,465367996917.617,92,1.12495074180155
"4593","H",46,465367996917.617,93,1.12970487060053
"4594","H",46,465367996917.617,94,1.12377529879881
"4595","H",46,465367996917.617,95,1.13754841764727
"4596","H",46,465367996917.617,96,1.14198572077717
"4597","H",46,465367996917.617,97,1.12477535985516
"4598","H",46,465367996917.617,98,1.12568322686667
"4599","H",46,465367996917.617,99,1.12651481782698
"4600","H",46,465367996917.617,100,1.14317539234407
"4601","H",47,465614350135.409,1,1.11307613602926
"4602","H",47,465614350135.409,2,1.14599970838249
"4603","H",47,465614350135.409,3,1.15234820545143
"4604","H",47,465614350135.409,4,1.14287755504822
"4605","H",47,465614350135.409,5,1.15361144492403
"4606","H",47,465614350135.409,6,1.1384788487853
"4607","H",47,465614350135.409,7,1.14982969910239
"4608","H",47,465614350135.409,8,1.15018281344778
"4609","H",47,465614350135.409,9,1.15275508149117
"4610","H",47,465614350135.409,10,1.14070365928238
"4611","H",47,465614350135.409,11,1.14460621159538
"4612","H",47,465614350135.409,12,1.15281072225661
"4613","H",47,465614350135.409,13,1.1438680716944
"4614","H",47,465614350135.409,14,1.13781495742811
"4615","H",47,465614350135.409,15,1.13900198819439
"4616","H",47,465614350135.409,16,1.15851776739393
"4617","H",47,465614350135.409,17,1.1491312504824
"4618","H",47,465614350135.409,18,1.13466541550123
"4619","H",47,465614350135.409,19,1.13367867077898
"4620","H",47,465614350135.409,20,1.14743395775288
"4621","H",47,465614350135.409,21,1.15000525529999
"4622","H",47,465614350135.409,22,1.14314287158948
"4623","H",47,465614350135.409,23,1.1382246158211
"4624","H",47,465614350135.409,24,1.1266040770487
"4625","H",47,465614350135.409,25,1.15801093870192
"4626","H",47,465614350135.409,26,1.13201165656173
"4627","H",47,465614350135.409,27,1.13652845289033
"4628","H",47,465614350135.409,28,1.1357080724342
"4629","H",47,465614350135.409,29,1.16418628358109
"4630","H",47,465614350135.409,30,1.15813261156572
"4631","H",47,465614350135.409,31,1.16694553384085
"4632","H",47,465614350135.409,32,1.1538939239543
"4633","H",47,465614350135.409,33,1.16195199644542
"4634","H",47,465614350135.409,34,1.16579244268113
"4635","H",47,465614350135.409,35,1.14190138647595
"4636","H",47,465614350135.409,36,1.13247235925236
"4637","H",47,465614350135.409,37,1.16212074371921
"4638","H",47,465614350135.409,38,1.14420250927516
"4639","H",47,465614350135.409,39,1.13150732367716
"4640","H",47,465614350135.409,40,1.14514287776295
"4641","H",47,465614350135.409,41,1.16763287497046
"4642","H",47,465614350135.409,42,1.13622289649748
"4643","H",47,465614350135.409,43,1.15792206232068
"4644","H",47,465614350135.409,44,1.16421971565512
"4645","H",47,465614350135.409,45,1.16782671088664
"4646","H",47,465614350135.409,46,1.1691413231907
"4647","H",47,465614350135.409,47,1.16077493197462
"4648","H",47,465614350135.409,48,1.12828269156696
"4649","H",47,465614350135.409,49,1.17013254143185
"4650","H",47,465614350135.409,50,1.1388607465342
"4651","H",47,465614350135.409,51,1.14572007308314
"4652","H",47,465614350135.409,52,1.15076927329966
"4653","H",47,465614350135.409,53,1.15983876004235
"4654","H",47,465614350135.409,54,1.15996278816857
"4655","H",47,465614350135.409,55,1.15543757705245
"4656","H",47,465614350135.409,56,1.148549294669
"4657","H",47,465614350135.409,57,1.15358337964988
"4658","H",47,465614350135.409,58,1.14798210296291
"4659","H",47,465614350135.409,59,1.16617311818995
"4660","H",47,465614350135.409,60,1.13455420498083
"4661","H",47,465614350135.409,61,1.15357868378602
"4662","H",47,465614350135.409,62,1.16165221543794
"4663","H",47,465614350135.409,63,1.12982884626231
"4664","H",47,465614350135.409,64,1.14303107575358
"4665","H",47,465614350135.409,65,1.12332572326828
"4666","H",47,465614350135.409,66,1.15879834138843
"4667","H",47,465614350135.409,67,1.13846208105066
"4668","H",47,465614350135.409,68,1.14803487933859
"4669","H",47,465614350135.409,69,1.17012565766203
"4670","H",47,465614350135.409,70,1.14062786987063
"4671","H",47,465614350135.409,71,1.1654116773847
"4672","H",47,465614350135.409,72,1.11123424522998
"4673","H",47,465614350135.409,73,1.15408260855634
"4674","H",47,465614350135.409,74,1.13668957981723
"4675","H",47,465614350135.409,75,1.13324560062333
"4676","H",47,465614350135.409,76,1.15387825013953
"4677","H",47,465614350135.409,77,1.14067431787039
"4678","H",47,465614350135.409,78,1.13320394528326
"4679","H",47,465614350135.409,79,1.14214266337089
"4680","H",47,465614350135.409,80,1.13707975504062
"4681","H",47,465614350135.409,81,1.15605609682354
"4682","H",47,465614350135.409,82,1.15504845093552
"4683","H",47,465614350135.409,83,1.1337212627795
"4684","H",47,465614350135.409,84,1.15347163729888
"4685","H",47,465614350135.409,85,1.13689120683241
"4686","H",47,465614350135.409,86,1.12830874836909
"4687","H",47,465614350135.409,87,1.14193894349519
"4688","H",47,465614350135.409,88,1.14300561870956
"4689","H",47,465614350135.409,89,1.13598565155836
"4690","H",47,465614350135.409,90,1.1505553816768
"4691","H",47,465614350135.409,91,1.1426292047334
"4692","H",47,465614350135.409,92,1.12495074180155
"4693","H",47,465614350135.409,93,1.12970487060053
"4694","H",47,465614350135.409,94,1.12377529879881
"4695","H",47,465614350135.409,95,1.13754841764727
"4696","H",47,465614350135.409,96,1.14198572077717
"4697","H",47,465614350135.409,97,1.12477535985516
"4698","H",47,465614350135.409,98,1.12568322686667
"4699","H",47,465614350135.409,99,1.12651481782698
"4700","H",47,465614350135.409,100,1.14317539234407
"4701","H",48,454963375897.771,1,1.11307613602926
"4702","H",48,454963375897.771,2,1.14599970838249
"4703","H",48,454963375897.771,3,1.15234820545143
"4704","H",48,454963375897.771,4,1.14287755504822
"4705","H",48,454963375897.771,5,1.15361144492403
"4706","H",48,454963375897.771,6,1.1384788487853
"4707","H",48,454963375897.771,7,1.14982969910239
"4708","H",48,454963375897.771,8,1.15018281344778
"4709","H",48,454963375897.771,9,1.15275508149117
"4710","H",48,454963375897.771,10,1.14070365928238
"4711","H",48,454963375897.771,11,1.14460621159538
"4712","H",48,454963375897.771,12,1.15281072225661
"4713","H",48,454963375897.771,13,1.1438680716944
"4714","H",48,454963375897.771,14,1.13781495742811
"4715","H",48,454963375897.771,15,1.13900198819439
"4716","H",48,454963375897.771,16,1.15851776739393
"4717","H",48,454963375897.771,17,1.1491312504824
"4718","H",48,454963375897.771,18,1.13466541550123
"4719","H",48,454963375897.771,19,1.13367867077898
"4720","H",48,454963375897.771,20,1.14743395775288
"4721","H",48,454963375897.771,21,1.15000525529999
"4722","H",48,454963375897.771,22,1.14314287158948
"4723","H",48,454963375897.771,23,1.1382246158211
"4724","H",48,454963375897.771,24,1.1266040770487
"4725","H",48,454963375897.771,25,1.15801093870192
"4726","H",48,454963375897.771,26,1.13201165656173
"4727","H",48,454963375897.771,27,1.13652845289033
"4728","H",48,454963375897.771,28,1.1357080724342
"4729","H",48,454963375897.771,29,1.16418628358109
"4730","H",48,454963375897.771,30,1.15813261156572
"4731","H",48,454963375897.771,31,1.16694553384085
"4732","H",48,454963375897.771,32,1.1538939239543
"4733","H",48,454963375897.771,33,1.16195199644542
"4734","H",48,454963375897.771,34,1.16579244268113
"4735","H",48,454963375897.771,35,1.14190138647595
"4736","H",48,454963375897.771,36,1.13247235925236
"4737","H",48,454963375897.771,37,1.16212074371921
"4738","H",48,454963375897.771,38,1.14420250927516
"4739","H",48,454963375897.771,39,1.13150732367716
"4740","H",48,454963375897.771,40,1.14514287776295
"4741","H",48,454963375897.771,41,1.16763287497046
"4742","H",48,454963375897.771,42,1.13622289649748
"4743","H",48,454963375897.771,43,1.15792206232068
"4744","H",48,454963375897.771,44,1.16421971565512
"4745","H",48,454963375897.771,45,1.16782671088664
"4746","H",48,454963375897.771,46,1.1691413231907
"4747","H",48,454963375897.771,47,1.16077493197462
"4748","H",48,454963375897.771,48,1.12828269156696
"4749","H",48,454963375897.771,49,1.17013254143185
"4750","H",48,454963375897.771,50,1.1388607465342
"4751","H",48,454963375897.771,51,1.14572007308314
"4752","H",48,454963375897.771,52,1.15076927329966
"4753","H",48,454963375897.771,53,1.15983876004235
"4754","H",48,454963375897.771,54,1.15996278816857
"4755","H",48,454963375897.771,55,1.15543757705245
"4756","H",48,454963375897.771,56,1.148549294669
"4757","H",48,454963375897.771,57,1.15358337964988
"4758","H",48,454963375897.771,58,1.14798210296291
"4759","H",48,454963375897.771,59,1.16617311818995
"4760","H",48,454963375897.771,60,1.13455420498083
"4761","H",48,454963375897.771,61,1.15357868378602
"4762","H",48,454963375897.771,62,1.16165221543794
"4763","H",48,454963375897.771,63,1.12982884626231
"4764","H",48,454963375897.771,64,1.14303107575358
"4765","H",48,454963375897.771,65,1.12332572326828
"4766","H",48,454963375897.771,66,1.15879834138843
"4767","H",48,454963375897.771,67,1.13846208105066
"4768","H",48,454963375897.771,68,1.14803487933859
"4769","H",48,454963375897.771,69,1.17012565766203
"4770","H",48,454963375897.771,70,1.14062786987063
"4771","H",48,454963375897.771,71,1.1654116773847
"4772","H",48,454963375897.771,72,1.11123424522998
"4773","H",48,454963375897.771,73,1.15408260855634
"4774","H",48,454963375897.771,74,1.13668957981723
"4775","H",48,454963375897.771,75,1.13324560062333
"4776","H",48,454963375897.771,76,1.15387825013953
"4777","H",48,454963375897.771,77,1.14067431787039
"4778","H",48,454963375897.771,78,1.13320394528326
"4779","H",48,454963375897.771,79,1.14214266337089
"4780","H",48,454963375897.771,80,1.13707975504062
"4781","H",48,454963375897.771,81,1.15605609682354
"4782","H",48,454963375897.771,82,1.15504845093552
"4783","H",48,454963375897.771,83,1.1337212627795
"4784","H",48,454963375897.771,84,1.15347163729888
"4785","H",48,454963375897.771,85,1.13689120683241
"4786","H",48,454963375897.771,86,1.12830874836909
"4787","H",48,454963375897.771,87,1.14193894349519
"4788","H",48,454963375897.771,88,1.14300561870956
"4789","H",48,454963375897.771,89,1.13598565155836
"4790","H",48,454963375897.771,90,1.1505553816768
"4791","H",48,454963375897.771,91,1.1426292047334
"4792","H",48,454963375897.771,92,1.12495074180155
"4793","H",48,454963375897.771,93,1.12970487060053
"4794","H",48,454963375897.771,94,1.12377529879881
"4795","H",48,454963375897.771,95,1.13754841764727
"4796","H",48,454963375897.771,96,1.14198572077717
"4797","H",48,454963375897.771,97,1.12477535985516
"4798","H",48,454963375897.771,98,1.12568322686667
"4799","H",48,454963375897.771,99,1.12651481782698
"4800","H",48,454963375897.771,100,1.14317539234407
"4801","H",49,482425835636.909,1,1.11307613602926
"4802","H",49,482425835636.909,2,1.14599970838249
"4803","H",49,482425835636.909,3,1.15234820545143
"4804","H",49,482425835636.909,4,1.14287755504822
"4805","H",49,482425835636.909,5,1.15361144492403
"4806","H",49,482425835636.909,6,1.1384788487853
"4807","H",49,482425835636.909,7,1.14982969910239
"4808","H",49,482425835636.909,8,1.15018281344778
"4809","H",49,482425835636.909,9,1.15275508149117
"4810","H",49,482425835636.909,10,1.14070365928238
"4811","H",49,482425835636.909,11,1.14460621159538
"4812","H",49,482425835636.909,12,1.15281072225661
"4813","H",49,482425835636.909,13,1.1438680716944
"4814","H",49,482425835636.909,14,1.13781495742811
"4815","H",49,482425835636.909,15,1.13900198819439
"4816","H",49,482425835636.909,16,1.15851776739393
"4817","H",49,482425835636.909,17,1.1491312504824
"4818","H",49,482425835636.909,18,1.13466541550123
"4819","H",49,482425835636.909,19,1.13367867077898
"4820","H",49,482425835636.909,20,1.14743395775288
"4821","H",49,482425835636.909,21,1.15000525529999
"4822","H",49,482425835636.909,22,1.14314287158948
"4823","H",49,482425835636.909,23,1.1382246158211
"4824","H",49,482425835636.909,24,1.1266040770487
"4825","H",49,482425835636.909,25,1.15801093870192
"4826","H",49,482425835636.909,26,1.13201165656173
"4827","H",49,482425835636.909,27,1.13652845289033
"4828","H",49,482425835636.909,28,1.1357080724342
"4829","H",49,482425835636.909,29,1.16418628358109
"4830","H",49,482425835636.909,30,1.15813261156572
"4831","H",49,482425835636.909,31,1.16694553384085
"4832","H",49,482425835636.909,32,1.1538939239543
"4833","H",49,482425835636.909,33,1.16195199644542
"4834","H",49,482425835636.909,34,1.16579244268113
"4835","H",49,482425835636.909,35,1.14190138647595
"4836","H",49,482425835636.909,36,1.13247235925236
"4837","H",49,482425835636.909,37,1.16212074371921
"4838","H",49,482425835636.909,38,1.14420250927516
"4839","H",49,482425835636.909,39,1.13150732367716
"4840","H",49,482425835636.909,40,1.14514287776295
"4841","H",49,482425835636.909,41,1.16763287497046
"4842","H",49,482425835636.909,42,1.13622289649748
"4843","H",49,482425835636.909,43,1.15792206232068
"4844","H",49,482425835636.909,44,1.16421971565512
"4845","H",49,482425835636.909,45,1.16782671088664
"4846","H",49,482425835636.909,46,1.1691413231907
"4847","H",49,482425835636.909,47,1.16077493197462
"4848","H",49,482425835636.909,48,1.12828269156696
"4849","H",49,482425835636.909,49,1.17013254143185
"4850","H",49,482425835636.909,50,1.1388607465342
"4851","H",49,482425835636.909,51,1.14572007308314
"4852","H",49,482425835636.909,52,1.15076927329966
"4853","H",49,482425835636.909,53,1.15983876004235
"4854","H",49,482425835636.909,54,1.15996278816857
"4855","H",49,482425835636.909,55,1.15543757705245
"4856","H",49,482425835636.909,56,1.148549294669
"4857","H",49,482425835636.909,57,1.15358337964988
"4858","H",49,482425835636.909,58,1.14798210296291
"4859","H",49,482425835636.909,59,1.16617311818995
"4860","H",49,482425835636.909,60,1.13455420498083
"4861","H",49,482425835636.909,61,1.15357868378602
"4862","H",49,482425835636.909,62,1.16165221543794
"4863","H",49,482425835636.909,63,1.12982884626231
"4864","H",49,482425835636.909,64,1.14303107575358
"4865","H",49,482425835636.909,65,1.12332572326828
"4866","H",49,482425835636.909,66,1.15879834138843
"4867","H",49,482425835636.909,67,1.13846208105066
"4868","H",49,482425835636.909,68,1.14803487933859
"4869","H",49,482425835636.909,69,1.17012565766203
"4870","H",49,482425835636.909,70,1.14062786987063
"4871","H",49,482425835636.909,71,1.1654116773847
"4872","H",49,482425835636.909,72,1.11123424522998
"4873","H",49,482425835636.909,73,1.15408260855634
"4874","H",49,482425835636.909,74,1.13668957981723
"4875","H",49,482425835636.909,75,1.13324560062333
"4876","H",49,482425835636.909,76,1.15387825013953
"4877","H",49,482425835636.909,77,1.14067431787039
"4878","H",49,482425835636.909,78,1.13320394528326
"4879","H",49,482425835636.909,79,1.14214266337089
"4880","H",49,482425835636.909,80,1.13707975504062
"4881","H",49,482425835636.909,81,1.15605609682354
"4882","H",49,482425835636.909,82,1.15504845093552
"4883","H",49,482425835636.909,83,1.1337212627795
"4884","H",49,482425835636.909,84,1.15347163729888
"4885","H",49,482425835636.909,85,1.13689120683241
"4886","H",49,482425835636.909,86,1.12830874836909
"4887","H",49,482425835636.909,87,1.14193894349519
"4888","H",49,482425835636.909,88,1.14300561870956
"4889","H",49,482425835636.909,89,1.13598565155836
"4890","H",49,482425835636.909,90,1.1505553816768
"4891","H",49,482425835636.909,91,1.1426292047334
"4892","H",49,482425835636.909,92,1.12495074180155
"4893","H",49,482425835636.909,93,1.12970487060053
"4894","H",49,482425835636.909,94,1.12377529879881
"4895","H",49,482425835636.909,95,1.13754841764727
"4896","H",49,482425835636.909,96,1.14198572077717
"4897","H",49,482425835636.909,97,1.12477535985516
"4898","H",49,482425835636.909,98,1.12568322686667
"4899","H",49,482425835636.909,99,1.12651481782698
"4900","H",49,482425835636.909,100,1.14317539234407
"4901","H",50,469494971183.237,1,1.11307613602926
"4902","H",50,469494971183.237,2,1.14599970838249
"4903","H",50,469494971183.237,3,1.15234820545143
"4904","H",50,469494971183.237,4,1.14287755504822
"4905","H",50,469494971183.237,5,1.15361144492403
"4906","H",50,469494971183.237,6,1.1384788487853
"4907","H",50,469494971183.237,7,1.14982969910239
"4908","H",50,469494971183.237,8,1.15018281344778
"4909","H",50,469494971183.237,9,1.15275508149117
"4910","H",50,469494971183.237,10,1.14070365928238
"4911","H",50,469494971183.237,11,1.14460621159538
"4912","H",50,469494971183.237,12,1.15281072225661
"4913","H",50,469494971183.237,13,1.1438680716944
"4914","H",50,469494971183.237,14,1.13781495742811
"4915","H",50,469494971183.237,15,1.13900198819439
"4916","H",50,469494971183.237,16,1.15851776739393
"4917","H",50,469494971183.237,17,1.1491312504824
"4918","H",50,469494971183.237,18,1.13466541550123
"4919","H",50,469494971183.237,19,1.13367867077898
"4920","H",50,469494971183.237,20,1.14743395775288
"4921","H",50,469494971183.237,21,1.15000525529999
"4922","H",50,469494971183.237,22,1.14314287158948
"4923","H",50,469494971183.237,23,1.1382246158211
"4924","H",50,469494971183.237,24,1.1266040770487
"4925","H",50,469494971183.237,25,1.15801093870192
"4926","H",50,469494971183.237,26,1.13201165656173
"4927","H",50,469494971183.237,27,1.13652845289033
"4928","H",50,469494971183.237,28,1.1357080724342
"4929","H",50,469494971183.237,29,1.16418628358109
"4930","H",50,469494971183.237,30,1.15813261156572
"4931","H",50,469494971183.237,31,1.16694553384085
"4932","H",50,469494971183.237,32,1.1538939239543
"4933","H",50,469494971183.237,33,1.16195199644542
"4934","H",50,469494971183.237,34,1.16579244268113
"4935","H",50,469494971183.237,35,1.14190138647595
"4936","H",50,469494971183.237,36,1.13247235925236
"4937","H",50,469494971183.237,37,1.16212074371921
"4938","H",50,469494971183.237,38,1.14420250927516
"4939","H",50,469494971183.237,39,1.13150732367716
"4940","H",50,469494971183.237,40,1.14514287776295
"4941","H",50,469494971183.237,41,1.16763287497046
"4942","H",50,469494971183.237,42,1.13622289649748
"4943","H",50,469494971183.237,43,1.15792206232068
"4944","H",50,469494971183.237,44,1.16421971565512
"4945","H",50,469494971183.237,45,1.16782671088664
"4946","H",50,469494971183.237,46,1.1691413231907
"4947","H",50,469494971183.237,47,1.16077493197462
"4948","H",50,469494971183.237,48,1.12828269156696
"4949","H",50,469494971183.237,49,1.17013254143185
"4950","H",50,469494971183.237,50,1.1388607465342
"4951","H",50,469494971183.237,51,1.14572007308314
"4952","H",50,469494971183.237,52,1.15076927329966
"4953","H",50,469494971183.237,53,1.15983876004235
"4954","H",50,469494971183.237,54,1.15996278816857
"4955","H",50,469494971183.237,55,1.15543757705245
"4956","H",50,469494971183.237,56,1.148549294669
"4957","H",50,469494971183.237,57,1.15358337964988
"4958","H",50,469494971183.237,58,1.14798210296291
"4959","H",50,469494971183.237,59,1.16617311818995
"4960","H",50,469494971183.237,60,1.13455420498083
"4961","H",50,469494971183.237,61,1.15357868378602
"4962","H",50,469494971183.237,62,1.16165221543794
"4963","H",50,469494971183.237,63,1.12982884626231
"4964","H",50,469494971183.237,64,1.14303107575358
"4965","H",50,469494971183.237,65,1.12332572326828
"4966","H",50,469494971183.237,66,1.15879834138843
"4967","H",50,469494971183.237,67,1.13846208105066
"4968","H",50,469494971183.237,68,1.14803487933859
"4969","H",50,469494971183.237,69,1.17012565766203
"4970","H",50,469494971183.237,70,1.14062786987063
"4971","H",50,469494971183.237,71,1.1654116773847
"4972","H",50,469494971183.237,72,1.11123424522998
"4973","H",50,469494971183.237,73,1.15408260855634
"4974","H",50,469494971183.237,74,1.13668957981723
"4975","H",50,469494971183.237,75,1.13324560062333
"4976","H",50,469494971183.237,76,1.15387825013953
"4977","H",50,469494971183.237,77,1.14067431787039
"4978","H",50,469494971183.237,78,1.13320394528326
"4979","H",50,469494971183.237,79,1.14214266337089
"4980","H",50,469494971183.237,80,1.13707975504062
"4981","H",50,469494971183.237,81,1.15605609682354
"4982","H",50,469494971183.237,82,1.15504845093552
"4983","H",50,469494971183.237,83,1.1337212627795
"4984","H",50,469494971183.237,84,1.15347163729888
"4985","H",50,469494971183.237,85,1.13689120683241
"4986","H",50,469494971183.237,86,1.12830874836909
"4987","H",50,469494971183.237,87,1.14193894349519
"4988","H",50,469494971183.237,88,1.14300561870956
"4989","H",50,469494971183.237,89,1.13598565155836
"4990","H",50,469494971183.237,90,1.1505553816768
"4991","H",50,469494971183.237,91,1.1426292047334
"4992","H",50,469494971183.237,92,1.12495074180155
"4993","H",50,469494971183.237,93,1.12970487060053
"4994","H",50,469494971183.237,94,1.12377529879881
"4995","H",50,469494971183.237,95,1.13754841764727
"4996","H",50,469494971183.237,96,1.14198572077717
"4997","H",50,469494971183.237,97,1.12477535985516
"4998","H",50,469494971183.237,98,1.12568322686667
"4999","H",50,469494971183.237,99,1.12651481782698
"5000","H",50,469494971183.237,100,1.14317539234407
"5001","H",51,471212318998.811,1,1.11307613602926
"5002","H",51,471212318998.811,2,1.14599970838249
"5003","H",51,471212318998.811,3,1.15234820545143
"5004","H",51,471212318998.811,4,1.14287755504822
"5005","H",51,471212318998.811,5,1.15361144492403
"5006","H",51,471212318998.811,6,1.1384788487853
"5007","H",51,471212318998.811,7,1.14982969910239
"5008","H",51,471212318998.811,8,1.15018281344778
"5009","H",51,471212318998.811,9,1.15275508149117
"5010","H",51,471212318998.811,10,1.14070365928238
"5011","H",51,471212318998.811,11,1.14460621159538
"5012","H",51,471212318998.811,12,1.15281072225661
"5013","H",51,471212318998.811,13,1.1438680716944
"5014","H",51,471212318998.811,14,1.13781495742811
"5015","H",51,471212318998.811,15,1.13900198819439
"5016","H",51,471212318998.811,16,1.15851776739393
"5017","H",51,471212318998.811,17,1.1491312504824
"5018","H",51,471212318998.811,18,1.13466541550123
"5019","H",51,471212318998.811,19,1.13367867077898
"5020","H",51,471212318998.811,20,1.14743395775288
"5021","H",51,471212318998.811,21,1.15000525529999
"5022","H",51,471212318998.811,22,1.14314287158948
"5023","H",51,471212318998.811,23,1.1382246158211
"5024","H",51,471212318998.811,24,1.1266040770487
"5025","H",51,471212318998.811,25,1.15801093870192
"5026","H",51,471212318998.811,26,1.13201165656173
"5027","H",51,471212318998.811,27,1.13652845289033
"5028","H",51,471212318998.811,28,1.1357080724342
"5029","H",51,471212318998.811,29,1.16418628358109
"5030","H",51,471212318998.811,30,1.15813261156572
"5031","H",51,471212318998.811,31,1.16694553384085
"5032","H",51,471212318998.811,32,1.1538939239543
"5033","H",51,471212318998.811,33,1.16195199644542
"5034","H",51,471212318998.811,34,1.16579244268113
"5035","H",51,471212318998.811,35,1.14190138647595
"5036","H",51,471212318998.811,36,1.13247235925236
"5037","H",51,471212318998.811,37,1.16212074371921
"5038","H",51,471212318998.811,38,1.14420250927516
"5039","H",51,471212318998.811,39,1.13150732367716
"5040","H",51,471212318998.811,40,1.14514287776295
"5041","H",51,471212318998.811,41,1.16763287497046
"5042","H",51,471212318998.811,42,1.13622289649748
"5043","H",51,471212318998.811,43,1.15792206232068
"5044","H",51,471212318998.811,44,1.16421971565512
"5045","H",51,471212318998.811,45,1.16782671088664
"5046","H",51,471212318998.811,46,1.1691413231907
"5047","H",51,471212318998.811,47,1.16077493197462
"5048","H",51,471212318998.811,48,1.12828269156696
"5049","H",51,471212318998.811,49,1.17013254143185
"5050","H",51,471212318998.811,50,1.1388607465342
"5051","H",51,471212318998.811,51,1.14572007308314
"5052","H",51,471212318998.811,52,1.15076927329966
"5053","H",51,471212318998.811,53,1.15983876004235
"5054","H",51,471212318998.811,54,1.15996278816857
"5055","H",51,471212318998.811,55,1.15543757705245
"5056","H",51,471212318998.811,56,1.148549294669
"5057","H",51,471212318998.811,57,1.15358337964988
"5058","H",51,471212318998.811,58,1.14798210296291
"5059","H",51,471212318998.811,59,1.16617311818995
"5060","H",51,471212318998.811,60,1.13455420498083
"5061","H",51,471212318998.811,61,1.15357868378602
"5062","H",51,471212318998.811,62,1.16165221543794
"5063","H",51,471212318998.811,63,1.12982884626231
"5064","H",51,471212318998.811,64,1.14303107575358
"5065","H",51,471212318998.811,65,1.12332572326828
"5066","H",51,471212318998.811,66,1.15879834138843
"5067","H",51,471212318998.811,67,1.13846208105066
"5068","H",51,471212318998.811,68,1.14803487933859
"5069","H",51,471212318998.811,69,1.17012565766203
"5070","H",51,471212318998.811,70,1.14062786987063
"5071","H",51,471212318998.811,71,1.1654116773847
"5072","H",51,471212318998.811,72,1.11123424522998
"5073","H",51,471212318998.811,73,1.15408260855634
"5074","H",51,471212318998.811,74,1.13668957981723
"5075","H",51,471212318998.811,75,1.13324560062333
"5076","H",51,471212318998.811,76,1.15387825013953
"5077","H",51,471212318998.811,77,1.14067431787039
"5078","H",51,471212318998.811,78,1.13320394528326
"5079","H",51,471212318998.811,79,1.14214266337089
"5080","H",51,471212318998.811,80,1.13707975504062
"5081","H",51,471212318998.811,81,1.15605609682354
"5082","H",51,471212318998.811,82,1.15504845093552
"5083","H",51,471212318998.811,83,1.1337212627795
"5084","H",51,471212318998.811,84,1.15347163729888
"5085","H",51,471212318998.811,85,1.13689120683241
"5086","H",51,471212318998.811,86,1.12830874836909
"5087","H",51,471212318998.811,87,1.14193894349519
"5088","H",51,471212318998.811,88,1.14300561870956
"5089","H",51,471212318998.811,89,1.13598565155836
"5090","H",51,471212318998.811,90,1.1505553816768
"5091","H",51,471212318998.811,91,1.1426292047334
"5092","H",51,471212318998.811,92,1.12495074180155
"5093","H",51,471212318998.811,93,1.12970487060053
"5094","H",51,471212318998.811,94,1.12377529879881
"5095","H",51,471212318998.811,95,1.13754841764727
"5096","H",51,471212318998.811,96,1.14198572077717
"5097","H",51,471212318998.811,97,1.12477535985516
"5098","H",51,471212318998.811,98,1.12568322686667
"5099","H",51,471212318998.811,99,1.12651481782698
"5100","H",51,471212318998.811,100,1.14317539234407
"5101","H",52,468009219602.184,1,1.11307613602926
"5102","H",52,468009219602.184,2,1.14599970838249
"5103","H",52,468009219602.184,3,1.15234820545143
"5104","H",52,468009219602.184,4,1.14287755504822
"5105","H",52,468009219602.184,5,1.15361144492403
"5106","H",52,468009219602.184,6,1.1384788487853
"5107","H",52,468009219602.184,7,1.14982969910239
"5108","H",52,468009219602.184,8,1.15018281344778
"5109","H",52,468009219602.184,9,1.15275508149117
"5110","H",52,468009219602.184,10,1.14070365928238
"5111","H",52,468009219602.184,11,1.14460621159538
"5112","H",52,468009219602.184,12,1.15281072225661
"5113","H",52,468009219602.184,13,1.1438680716944
"5114","H",52,468009219602.184,14,1.13781495742811
"5115","H",52,468009219602.184,15,1.13900198819439
"5116","H",52,468009219602.184,16,1.15851776739393
"5117","H",52,468009219602.184,17,1.1491312504824
"5118","H",52,468009219602.184,18,1.13466541550123
"5119","H",52,468009219602.184,19,1.13367867077898
"5120","H",52,468009219602.184,20,1.14743395775288
"5121","H",52,468009219602.184,21,1.15000525529999
"5122","H",52,468009219602.184,22,1.14314287158948
"5123","H",52,468009219602.184,23,1.1382246158211
"5124","H",52,468009219602.184,24,1.1266040770487
