"","income_group","vsl_pgdp_low","vsl_pgdp_med","vsl_pgdp_high"
"1","HIC",90.3236945341976,93.7303057811758,98.7792479111198
"2","UMIC",54.2531647619632,56.2935279594303,57.8708219941126
"3","LMIC",30.8434265255152,32.7826778434213,34.0270055776016
"4","LIC",3.98865262789939,4.23857256970274,4.4273493865902
