"","vsly_undisc_averted_low","vsly_undisc_averted_med","vsly_undisc_averted_high","vsly_disc_averted_low","vsly_disc_averted_med","vsly_disc_averted_high"
"1",26316025585343.4,27194420172641.1,28561976764072.1,36545712295995.9,37756782727288.9,39654284230349.6
