"","iso3c","undiscmonqalys_pp_gdppc_low","undiscmonqalys_pp_gdppc_med","undiscmonqalys_pp_gdppc_high"
"103","MDG",2.4088312206493,3.08182117606602,3.54162819196934
"104","MDV",7.1870459274072,7.9419433219221,9.41967519422263
"105","MEX",5.0907996679874,6.02374124570983,6.76113358695505
"106","MKD",7.608407026738,9.07087221227705,10.5186176113887
"107","MLI",3.12483381341428,4.41416560454925,5.34182151608565
"108","MLT",12.5574220265106,14.2443501189726,16.7669493807253
"109","MMR",2.64835613960296,3.19380327764642,3.81872205021148
"110","MNE",7.54616280058154,8.88222701255581,10.7639697448926
"111","MNG",3.52340205388795,3.77489477482456,4.09404983252506
"112","MOZ",0.880659193821925,1.10928292118021,1.40680108334412
"113","MRT",3.56118844355402,4.66828432419384,5.579384737445
"114","MUS",6.00107713380539,6.7430547493144,7.45958488264957
"115","MWI",5.34435740273885,5.71884462814474,6.01134102961618
"116","MYS",6.83602981325115,7.80131340692071,9.44331576383566
"117","NAM",3.17066919959896,4.23866161119598,4.99355694967183
"118","NER",5.04347800609706,6.57210461514,9.94026442214505
"119","NGA",11.260322523851,12.2597072266419,12.962328658329
"120","NIC",0.792202774945646,0.955719385025807,1.12451744161009
"121","NLD",10.7607409011985,12.0304454559501,13.7182931249651
"122","NOR",12.4959579756874,13.8119351940143,14.8668944199953
"123","NPL",2.84756627625634,3.22489842403749,4.25193455597951
"124","NZL",11.0290055320268,15.7394964184347,19.8330810495316
"125","OMN",1.73373846434498,2.37493295935198,4.64310412241242
"126","PAK",2.70160827932692,3.14476867593442,3.80902146072985
"127","PAN",5.64938818054044,7.06950107858572,8.80046767361646
"128","PER",2.21480307254813,3.08438018233927,4.1991421605697
"129","PHL",4.10526579374124,4.96310798909551,6.20926685512873
"130","PNG",3.01100232499946,3.86816038491044,4.86590401673878
"131","POL",9.3109884146371,10.2255662583352,10.9839727460563
"132","PRK",NA,NA,NA
"133","PRT",17.029816309332,18.203458008195,24.4448772147026
"134","PRY",1.49043683556634,1.82921795639515,2.03122948453211
"135","QAT",5.01942483085197,6.85747545156008,8.86800967830292
"136","ROU",8.13533716467243,9.59004134033268,10.8387972435562
"137","RUS",10.3795641082564,11.1204740474229,11.9437657627267
"138","RWA",1.57168089418321,1.82286031021097,2.09633057729193
"139","SAU",6.55104295379267,7.31501669299194,8.28754381444548
"140","SDN",2.20617840778661,2.98463771739281,3.77676120579904
"141","SEN",4.86561871758218,5.56641487448647,6.23517724852326
"142","SGP",26.7967873380815,32.471617234545,33.9497187052643
"143","SLB",NA,NA,NA
"144","SLE",1.78110166665288,2.65101064868138,3.22229363516402
"145","SLV",3.16334468605056,3.69609038164533,3.92583698876584
"146","SOM",1.57815190923556,1.80853695028845,2.030824987112
"147","SRB",8.32818884817157,9.83306319038773,11.4204575527626
"148","SSD",NA,NA,NA
"149","STP",4.83985099686616,5.73827054966299,8.21070226974287
"150","SUR",7.96657032269238,9.10044808433441,9.6592385638364
"151","SVK",9.77685886267544,11.523554696531,12.4171422658804
"152","SVN",11.429755847251,12.7174870758391,14.1953423355195
"153","SWE",7.28795511586396,8.20696770171678,9.39272453993711
"154","SWZ",1.73061835934387,2.07698679003201,2.43247916415002
"155","SYC",5.75420128585582,7.37230647255089,9.71807648595061
"156","SYR",1.36728157224143,1.76007052793302,2.18444213389811
"157","TCD",2.85115801009724,3.86926965796949,4.7519724122529
"158","TGO",2.75584760676841,2.96867267492566,3.2591745469623
"159","THA",8.67871715651141,10.6685713284879,12.442295880121
"160","TJK",1.65724364128046,2.36595259497614,2.99567778830003
"161","TKM",NA,NA,NA
"162","TLS",3.92605225485819,4.2667604651433,4.48286436056264
"163","TTO",8.8597039327249,10.486473016156,12.6623553545625
"164","TUN",3.16911558480689,3.65617177544122,4.12968908359268
"165","TUR",6.99604540480512,8.13136973978709,8.92559372012976
"166","TZA",2.54907218941596,3.47940361332615,4.13337897357911
"167","UGA",6.31187184487113,7.09443979974959,7.75197064794663
"168","UKR",4.49467198927574,5.31247161950489,6.05820538032685
"169","URY",15.0582778350755,20.307955024342,24.8214026646451
"170","USA",10.9792025298342,12.0170481833559,13.0754291377522
"171","UZB",2.025209484396,2.80305446844461,3.48475371944636
"172","VCT",4.48452265617022,6.11211106067805,11.0492616124197
"173","VEN",NA,NA,NA
"174","VNM",5.04198591072649,6.17124806347239,7.58709205100083
"175","VUT",0.00601984379971372,0.0560620945304261,2.72171756417067
"176","YEM",8.13548602853038,9.39365978107161,10.4802645575449
"177","ZAF",4.98601537296116,6.26217396971014,7.60221740281746
"178","ZMB",3.51351312440316,4.05923239725461,4.49424265289118
"179","ZWE",2.33845510311717,2.68506530390287,3.04531759985015
